Country or territory of asylum or residence,Country or territory of origin,Year,Refugees*,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations**,Total refugees and people in refugee-like situations assisted by UNHCR,Total Administrative Cost for Host Country
Brazil,Pakistan,2021,373,70,373,70,7460000
Brazil,Paraguay,2021,5,0,5,0,100000
Brazil,Peru,2021,46,0,46,0,920000
Brazil,Philippines,2021,5,0,5,0,100000
Brazil,Russian Federation,2021,22,0,22,0,440000
Brazil,Rwanda,2021,18,0,18,0,360000
Brazil,Senegal,2021,16,0,16,0,320000
Brazil,Serbia and Kosovo: S/RES/1244 (1999),2021,92,0,92,0,1840000
Brazil,Sierra Leone,2021,165,5,165,5,3300000
Brazil,Somalia,2021,51,0,51,0,1020000
Brazil,South Africa,2021,5,0,5,0,100000
Brazil,Sri Lanka,2021,19,0,19,0,380000
Brazil,State of Palestine,2021,577,65,577,65,11540000
Brazil,Sudan,2021,76,8,76,8,1520000
Brazil,Syrian Arab Rep.,2021,3918,539,3918,539,78360000
Brazil,Togo,2021,59,15,59,15,1180000
Brazil,Tunisia,2021,5,0,5,0,100000
Brazil,Turkey,2021,7,0,7,0,140000
Brazil,Uganda,2021,6,0,6,0,120000
Brazil,Ukraine,2021,20,0,20,0,400000
Brazil,United Rep. of Tanzania,2021,8,0,8,0,160000
Brazil,Venezuela (Bolivarian Republic of),2021,48096,26517,48096,26517,961920000
Brazil,Viet Nam,2021,5,0,5,0,100000
Brazil,Yemen,2021,8,0,8,0,160000
Brazil,Zimbabwe,2021,5,0,5,0,100000
"China, Hong Kong SAR",Afghanistan,2021,0,0,10,10,0
Bulgaria,Armenia,2021,12,0,12,0,240000
Bulgaria,Bangladesh,2021,8,0,8,0,160000
Bulgaria,"Congo, Republic of",2021,9,0,9,0,180000
Bulgaria,Côte d'Ivoire,2021,5,0,5,0,100000
Bulgaria,Egypt,2021,17,0,17,0,340000
Bulgaria,Eritrea,2021,12,0,12,0,240000
Bulgaria,Ethiopia,2021,9,0,9,0,180000
Bulgaria,Guinea,2021,5,0,5,0,100000
Bulgaria,India,2021,5,0,5,0,100000
Bulgaria,Iran (Islamic Rep. of),2021,78,0,78,0,1560000
Bulgaria,Iraq,2021,1180,0,1180,0,23600000
Bulgaria,Jordan,2021,6,0,6,0,120000
Bulgaria,Lebanon,2021,31,0,31,0,620000
Bulgaria,Mali,2021,5,0,5,0,100000
Bulgaria,Morocco,2021,5,0,5,0,100000
Bulgaria,Pakistan,2021,27,0,27,0,540000
Bulgaria,Russian Federation,2021,9,0,9,0,180000
Bulgaria,Somalia,2021,48,0,48,0,960000
Bulgaria,Stateless,2021,1000,22,1000,22,20000000
Bulgaria,Sudan,2021,12,0,12,0,240000
Bulgaria,Syrian Arab Rep.,2021,19014,0,19014,0,380280000
Bulgaria,Turkey,2021,9,0,9,0,180000
Bulgaria,Yemen,2021,18,0,18,0,360000
Burkina Faso,Benin,2021,8,0,8,0,160000
Burkina Faso,Burundi,2021,28,0,28,0,560000
Burkina Faso,Cameroon,2021,7,0,7,0,140000
Burkina Faso,Central African Rep.,2021,198,0,198,0,3960000
Burkina Faso,Chad,2021,81,0,81,0,1620000
Burkina Faso,"Congo, Republic of",2021,26,0,26,0,520000
Burkina Faso,Côte d'Ivoire,2021,5,0,5,0,100000
Burkina Faso,Dem. Rep. of the Congo,2021,30,0,30,0,600000
Burkina Faso,Mali,2021,21842,491,21842,491,436840000
Burkina Faso,Rwanda,2021,16,0,16,0,320000
Burkina Faso,Syrian Arab Rep.,2021,5,0,5,0,100000
Burkina Faso,Togo,2021,15,0,15,0,300000
Burkina Faso,Turkey,2021,30,0,30,0,600000
Burundi,Dem. Rep. of the Congo,2021,76304,302,76304,302,1526080000
Burundi,Mali,2021,12,0,12,0,240000
Burundi,Rwanda,2021,498,6,498,6,9960000
Burundi,Somalia,2021,5,0,5,0,100000
Burundi,South Sudan,2021,8,0,8,0,160000
Burundi,Uganda,2021,5,0,5,0,100000
Burundi,United Rep. of Tanzania,2021,5,0,5,0,100000
Cambodia,Myanmar,2021,9,9,9,9,180000
Cambodia,Syrian Arab Rep.,2021,7,7,7,7,140000
Cambodia,Viet Nam,2021,16,16,16,16,320000
Cameroon,Angola,2021,5,5,5,5,100000
Cameroon,Burundi,2021,54,54,54,54,1080000
Cameroon,Central African Rep.,2021,325366,325366,325366,325366,6507320000
Cameroon,Chad,2021,1400,1400,1400,1400,28000000
Cameroon,"Congo, Republic of",2021,39,39,39,39,780000
Cameroon,Côte d'Ivoire,2021,51,51,51,51,1020000
Cameroon,Dem. Rep. of the Congo,2021,460,460,460,460,9200000
Cameroon,Guinea,2021,6,6,6,6,120000
Cameroon,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Cameroon,Liberia,2021,9,9,9,9,180000
Cameroon,Mali,2021,16,16,16,16,320000
Cameroon,Mauritania,2021,5,5,5,5,100000
Cameroon,Morocco,2021,7,7,7,7,140000
Cameroon,Nigeria,2021,118334,69599,118334,69599,2366680000
Cameroon,Rwanda,2021,258,258,258,258,5160000
Cameroon,Sudan,2021,59,59,59,59,1180000
Cameroon,Syrian Arab Rep.,2021,5,5,5,5,100000
Cameroon,Togo,2021,17,17,17,17,340000
Cameroon,Yemen,2021,5,5,5,5,100000
Colombia,Afghanistan,2021,9,0,9,0,180000
Canada,Albania,2021,779,0,779,0,15580000
Canada,Algeria,2021,832,0,832,0,16640000
Canada,Angola,2021,445,0,445,0,8900000
Canada,Antigua and Barbuda,2021,97,0,97,0,1940000
Canada,Argentina,2021,7,0,7,0,140000
Canada,Armenia,2021,32,0,32,0,640000
Canada,Azerbaijan,2021,745,0,745,0,14900000
Canada,Bahamas,2021,476,0,476,0,9520000
Canada,Bahrain,2021,58,0,58,0,1160000
Canada,Bangladesh,2021,1629,0,1629,0,32580000
Canada,Barbados,2021,242,0,242,0,4840000
Canada,Belarus,2021,48,0,48,0,960000
Canada,Belgium,2021,5,0,5,0,100000
Canada,Belize,2021,20,0,20,0,400000
Canada,Benin,2021,50,0,50,0,1000000
Canada,Bolivia (Plurinational State of),2021,26,0,26,0,520000
Canada,Botswana,2021,108,0,108,0,2160000
Canada,Brazil,2021,147,0,147,0,2940000
Canada,Bulgaria,2021,139,0,139,0,2780000
Canada,Burkina Faso,2021,107,0,107,0,2140000
Canada,Burundi,2021,2959,0,2959,0,59180000
Canada,Cambodia,2021,43,0,43,0,860000
Canada,Cameroon,2021,1126,0,1126,0,22520000
Canada,Central African Rep.,2021,50,0,50,0,1000000
Canada,Chad,2021,747,0,747,0,14940000
Canada,Chile,2021,80,0,80,0,1600000
Canada,China,2021,6287,0,6287,0,125740000
Canada,"China, Hong Kong SAR",2021,7,0,7,0,140000
Canada,Colombia,2021,5244,0,5244,0,104880000
Canada,Comoros,2021,5,0,5,0,100000
Canada,"Congo, Republic of",2021,308,0,308,0,6160000
Canada,Costa Rica,2021,9,0,9,0,180000
Canada,Côte d'Ivoire,2021,209,0,209,0,4180000
Canada,Croatia,2021,259,0,259,0,5180000
Canada,Cuba,2021,484,0,484,0,9680000
Canada,Czechia,2021,327,0,327,0,6540000
Canada,Dem. People's Rep. of Korea,2021,312,0,312,0,6240000
Canada,Dem. Rep. of the Congo,2021,1316,0,1316,0,26320000
Canada,Denmark,2021,7,0,7,0,140000
Canada,Djibouti,2021,1209,0,1209,0,24180000
Canada,Dominica,2021,8,0,8,0,160000
Canada,Dominican Rep.,2021,115,0,115,0,2300000
Canada,Ecuador,2021,35,0,35,0,700000
Canada,Egypt,2021,3384,0,3384,0,67680000
Canada,El Salvador,2021,1595,0,1595,0,31900000
Canada,Equatorial Guinea,2021,19,0,19,0,380000
Canada,Eritrea,2021,2303,0,2303,0,46060000
Canada,Estonia,2021,5,0,5,0,100000
Canada,Eswatini,2021,89,0,89,0,1780000
Canada,Ethiopia,2021,1835,0,1835,0,36700000
Canada,Fiji,2021,10,0,10,0,200000
Canada,Gabon,2021,37,0,37,0,740000
Canada,Gambia,2021,90,0,90,0,1800000
Canada,Georgia,2021,419,0,419,0,8380000
Canada,Ghana,2021,341,0,341,0,6820000
Canada,Grenada,2021,16,0,16,0,320000
Canada,Guatemala,2021,389,0,389,0,7780000
Canada,Guinea,2021,432,0,432,0,8640000
Canada,Guinea-Bissau,2021,7,0,7,0,140000
Canada,Guyana,2021,95,0,95,0,1900000
Canada,Haiti,2021,4409,0,4409,0,88180000
Canada,Honduras,2021,950,0,950,0,19000000
Canada,Hungary,2021,4468,0,4468,0,89360000
Canada,India,2021,2186,0,2186,0,43720000
Canada,Indonesia,2021,99,0,99,0,1980000
Canada,Iran (Islamic Rep. of),2021,7385,0,7385,0,147700000
Canada,Iraq,2021,217,0,217,0,4340000
Canada,Ireland,2021,5,0,5,0,100000
Canada,Israel,2021,151,0,151,0,3020000
Canada,Italy,2021,14,0,14,0,280000
Canada,Jamaica,2021,893,0,893,0,17860000
Canada,Jordan,2021,581,0,581,0,11620000
Canada,Kazakhstan,2021,169,0,169,0,3380000
Canada,Kenya,2021,379,0,379,0,7580000
Canada,Kuwait,2021,72,0,72,0,1440000
Canada,Kyrgyzstan,2021,74,0,74,0,1480000
Canada,Lao People's Dem. Rep.,2021,5,0,5,0,100000
Canada,Latvia,2021,58,0,58,0,1160000
Canada,Lebanon,2021,1034,0,1034,0,20680000
Canada,Liberia,2021,52,0,52,0,1040000
Canada,Libya,2021,1862,0,1862,0,37240000
Canada,Lithuania,2021,19,0,19,0,380000
Canada,Madagascar,2021,21,0,21,0,420000
Canada,Malawi,2021,14,0,14,0,280000
Canada,Mali,2021,218,0,218,0,4360000
Canada,Malta,2021,5,0,5,0,100000
Canada,Mauritania,2021,186,0,186,0,3720000
Canada,Mauritius,2021,14,0,14,0,280000
Canada,Mexico,2021,3572,0,3572,0,71440000
Canada,Mongolia,2021,154,0,154,0,3080000
Canada,Morocco,2021,151,0,151,0,3020000
Canada,Namibia,2021,262,0,262,0,5240000
Canada,Nepal,2021,58,0,58,0,1160000
Canada,Netherlands,2021,11,0,11,0,220000
Canada,Nicaragua,2021,593,0,593,0,11860000
Canada,Niger,2021,52,0,52,0,1040000
Canada,Nigeria,2021,9883,0,9883,0,197660000
Canada,North Macedonia,2021,19,0,19,0,380000
Canada,Pakistan,2021,6965,0,6965,0,139300000
Canada,Panama,2021,24,0,24,0,480000
Canada,Paraguay,2021,13,0,13,0,260000
Canada,Peru,2021,139,0,139,0,2780000
Canada,Philippines,2021,76,0,76,0,1520000
Canada,Poland,2021,67,0,67,0,1340000
Canada,Portugal,2021,5,0,5,0,100000
Canada,Qatar,2021,9,0,9,0,180000
Canada,Rep. of Korea,2021,38,0,38,0,760000
Canada,Rep. of Moldova,2021,61,0,61,0,1220000
Canada,Romania,2021,469,0,469,0,9380000
Canada,Russian Federation,2021,724,0,724,0,14480000
Canada,Rwanda,2021,1011,0,1011,0,20220000
Canada,Saint Kitts and Nevis,2021,39,0,39,0,780000
Canada,Saint Lucia,2021,558,0,558,0,11160000
Canada,Saint Vincent and the Grenadines,2021,538,0,538,0,10760000
Canada,Saudi Arabia,2021,604,0,604,0,12080000
Canada,Senegal,2021,280,0,280,0,5600000
Canada,Serbia and Kosovo: S/RES/1244 (1999),2021,203,0,203,0,4060000
Canada,Seychelles,2021,5,0,5,0,100000
Canada,Sierra Leone,2021,23,0,23,0,460000
Canada,Singapore,2021,10,0,10,0,200000
Canada,Slovakia,2021,1204,0,1204,0,24080000
Canada,Slovenia,2021,6,0,6,0,120000
Canada,Somalia,2021,1830,0,1830,0,36600000
Canada,South Africa,2021,58,0,58,0,1160000
Canada,South Sudan,2021,21,0,21,0,420000
Canada,Spain,2021,14,0,14,0,280000
Canada,Sri Lanka,2021,2439,0,2439,0,48780000
Canada,State of Palestine,2021,2198,0,2198,0,43960000
Canada,Stateless,2021,209,0,209,0,4180000
Canada,Sudan,2021,2263,0,2263,0,45260000
Canada,Syrian Arab Rep.,2021,274,0,274,0,5480000
Canada,Tajikistan,2021,52,0,52,0,1040000
Canada,Timor-Leste,2021,5,0,5,0,100000
Canada,Togo,2021,87,0,87,0,1740000
Canada,Trinidad and Tobago,2021,60,0,60,0,1200000
Canada,Tunisia,2021,172,0,172,0,3440000
Canada,Turkey,2021,7571,0,7571,0,151420000
Canada,Turkmenistan,2021,33,0,33,0,660000
Canada,Uganda,2021,943,0,943,0,18860000
Canada,Ukraine,2021,1273,0,1273,0,25460000
Canada,United Arab Emirates,2021,50,0,50,0,1000000
Canada,United Rep. of Tanzania,2021,170,0,170,0,3400000
Canada,United States of America,2021,371,0,371,0,7420000
Canada,Unknown/other,2021,4356,5,4356,5,87120000
Canada,Uruguay,2021,5,0,5,0,100000
Canada,Uzbekistan,2021,149,0,149,0,2980000
Canada,Venezuela (Bolivarian Republic of),2021,3990,0,3990,0,79800000
Canada,Viet Nam,2021,16,0,16,0,320000
Canada,Yemen,2021,2186,0,2186,0,43720000
Canada,Zambia,2021,6,0,6,0,120000
Canada,Zimbabwe,2021,640,0,640,0,12800000
Cayman Islands,Cuba,2021,43,0,43,0,860000
Central African Rep.,Angola,2021,12,0,12,0,240000
Central African Rep.,Burundi,2021,22,0,22,0,440000
Central African Rep.,Cameroon,2021,31,0,31,0,620000
Central African Rep.,Chad,2021,1055,0,1055,0,21100000
Central African Rep.,"Congo, Republic of",2021,16,0,16,0,320000
Central African Rep.,Côte d'Ivoire,2021,6,0,6,0,120000
Central African Rep.,Dem. Rep. of the Congo,2021,5556,0,5556,0,111120000
Central African Rep.,Guinea,2021,6,0,6,0,120000
Central African Rep.,Liberia,2021,5,0,5,0,100000
Central African Rep.,Rwanda,2021,217,0,217,0,4340000
Central African Rep.,South Sudan,2021,1846,0,1846,0,36920000
Central African Rep.,Sudan,2021,387,0,387,0,7740000
Central African Rep.,Turkey,2021,8,0,8,0,160000
Central African Rep.,Uganda,2021,7,0,7,0,140000
Chad,Burundi,2021,5,5,5,5,100000
Chad,Cameroon,2021,6,6,6,6,120000
Chad,Central African Rep.,2021,118168,118168,118168,118168,2363360000
Chad,"Congo, Republic of",2021,11,11,11,11,220000
Chad,Côte d'Ivoire,2021,5,5,5,5,100000
Chad,Dem. Rep. of the Congo,2021,243,243,243,243,4860000
Chad,Eritrea,2021,6,6,6,6,120000
Chad,Ethiopia,2021,19,19,19,19,380000
Chad,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Chad,Libya,2021,24,24,24,24,480000
Chad,Mali,2021,7,7,7,7,140000
Chad,Niger,2021,720,720,720,720,14400000
Chad,Nigeria,2021,16294,16294,16294,16294,325880000
Chad,Rwanda,2021,14,14,14,14,280000
Chad,Somalia,2021,7,7,7,7,140000
Chad,South Sudan,2021,10,10,10,10,200000
Chad,Sudan,2021,372723,372723,372723,372723,7454460000
Chad,Syrian Arab Rep.,2021,32,32,32,32,640000
Chad,Yemen,2021,5,5,5,5,100000
Cyprus,Afghanistan,2021,16,0,16,0,320000
Chile,Colombia,2021,1232,38,1232,38,24640000
Chile,"Congo, Republic of",2021,8,0,8,0,160000
Chile,Costa Rica,2021,5,0,5,0,100000
Chile,Cuba,2021,19,8,19,8,380000
Chile,Dem. Rep. of the Congo,2021,5,0,5,0,100000
Chile,Ecuador,2021,23,5,23,5,460000
Chile,El Salvador,2021,9,0,9,0,180000
Chile,Honduras,2021,5,0,5,0,100000
Chile,Kenya,2021,5,0,5,0,100000
Chile,Peru,2021,113,0,113,0,2260000
Chile,Russian Federation,2021,5,0,5,0,100000
Chile,Senegal,2021,5,0,5,0,100000
Chile,Sri Lanka,2021,5,0,5,0,100000
Chile,State of Palestine,2021,16,0,16,0,320000
Chile,Syrian Arab Rep.,2021,114,0,114,0,2280000
Chile,Turkey,2021,27,0,27,0,540000
Chile,Unknown/other,2021,433,0,433,0,8660000
Chile,Venezuela (Bolivarian Republic of),2021,18,18,18,18,360000
Czechia,Afghanistan,2021,39,0,39,0,780000
China,Cambodia,2021,11,11,11,11,220000
China,Dem. Rep. of the Congo,2021,10,10,10,10,200000
China,Eritrea,2021,10,10,10,10,200000
China,Iran (Islamic Rep. of),2021,5,5,5,5,100000
China,Iraq,2021,17,17,17,17,340000
China,Pakistan,2021,32,32,32,32,640000
China,Panama,2021,10,10,10,10,200000
China,Somalia,2021,115,115,115,115,2300000
China,Syrian Arab Rep.,2021,47,47,47,47,940000
China,Uganda,2021,5,5,5,5,100000
China,Viet Nam,2021,303107,0,303107,0,6062140000
China,Yemen,2021,25,25,25,25,500000
China,Zimbabwe,2021,5,5,5,5,100000
Denmark,Afghanistan,2021,1922,0,1922,0,38440000
"China, Hong Kong SAR",Bangladesh,2021,0,0,12,12,0
"China, Hong Kong SAR",Burundi,2021,0,0,12,12,0
"China, Hong Kong SAR",Cameroon,2021,0,0,5,5,0
"China, Hong Kong SAR",Central African Rep.,2021,0,0,5,5,0
"China, Hong Kong SAR",Dem. Rep. of the Congo,2021,0,0,9,9,0
"China, Hong Kong SAR",Egypt,2021,0,0,14,14,0
"China, Hong Kong SAR",Ethiopia,2021,0,0,7,7,0
"China, Hong Kong SAR",Indonesia,2021,0,0,12,12,0
"China, Hong Kong SAR",Nepal,2021,0,0,8,8,0
"China, Hong Kong SAR",Pakistan,2021,0,0,26,26,0
"China, Hong Kong SAR",Philippines,2021,0,0,9,9,0
"China, Hong Kong SAR",Rwanda,2021,0,0,29,29,0
"China, Hong Kong SAR",Somalia,2021,0,0,36,36,0
"China, Hong Kong SAR",Sri Lanka,2021,0,0,20,20,0
"China, Hong Kong SAR",State of Palestine,2021,0,0,5,5,0
"China, Hong Kong SAR",Sudan,2021,0,0,5,5,0
"China, Hong Kong SAR",Uganda,2021,0,0,5,5,0
"China, Hong Kong SAR",Yemen,2021,0,0,36,36,0
Estonia,Afghanistan,2021,7,0,7,0,140000
Colombia,Bolivia (Plurinational State of),2021,5,0,5,0,100000
Colombia,Cuba,2021,77,5,77,5,1540000
Colombia,Ecuador,2021,7,0,7,0,140000
Colombia,El Salvador,2021,11,0,11,0,220000
Colombia,Eritrea,2021,5,0,5,0,100000
Colombia,Ethiopia,2021,7,0,7,0,140000
Colombia,Honduras,2021,5,0,5,0,100000
Colombia,Hungary,2021,5,0,5,0,100000
Colombia,Iraq,2021,7,0,7,0,140000
Colombia,Nicaragua,2021,9,0,9,0,180000
Colombia,Serbia and Kosovo: S/RES/1244 (1999),2021,5,0,5,0,100000
Colombia,Sierra Leone,2021,5,0,5,0,100000
Colombia,Somalia,2021,11,0,11,0,220000
Colombia,Syrian Arab Rep.,2021,8,0,8,0,160000
Colombia,Turkey,2021,5,0,5,0,100000
Colombia,Unknown/other,2021,5,0,5,0,100000
Colombia,Venezuela (Bolivarian Republic of),2021,778,182,778,182,15560000
"Congo, Republic of",Angola,2021,7,7,7,7,140000
"Congo, Republic of",Burundi,2021,78,78,78,78,1560000
"Congo, Republic of",Cameroon,2021,5,5,5,5,100000
"Congo, Republic of",Central African Rep.,2021,23591,23591,23591,23591,471820000
"Congo, Republic of",Chad,2021,27,27,27,27,540000
"Congo, Republic of",Côte d'Ivoire,2021,5,5,5,5,100000
"Congo, Republic of",Dem. Rep. of the Congo,2021,12113,12113,12113,12113,242260000
"Congo, Republic of",Mali,2021,5,5,5,5,100000
"Congo, Republic of",Mauritania,2021,5,5,5,5,100000
"Congo, Republic of",Nigeria,2021,5,5,5,5,100000
"Congo, Republic of",Rwanda,2021,2544,2544,2544,2544,50880000
"Congo, Republic of",Sudan,2021,31,31,31,31,620000
"Congo, Republic of",Syrian Arab Rep.,2021,5,5,5,5,100000
Costa Rica,Burundi,2021,7,7,7,7,140000
Costa Rica,Colombia,2021,2324,2324,2324,2324,46480000
Costa Rica,Cuba,2021,447,447,447,447,8940000
Costa Rica,Dem. Rep. of the Congo,2021,12,12,12,12,240000
Costa Rica,El Salvador,2021,1459,1459,1459,1459,29180000
Costa Rica,Ethiopia,2021,5,5,5,5,100000
Costa Rica,Guatemala,2021,25,25,25,25,500000
Costa Rica,Haiti,2021,12,12,12,12,240000
Costa Rica,Honduras,2021,207,207,207,207,4140000
Costa Rica,Indonesia,2021,5,5,5,5,100000
Costa Rica,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Costa Rica,Iraq,2021,5,5,5,5,100000
Costa Rica,Mexico,2021,13,13,13,13,260000
Costa Rica,Nicaragua,2021,3943,3943,3943,3943,78860000
Costa Rica,Nigeria,2021,17,17,17,17,340000
Costa Rica,Pakistan,2021,5,5,5,5,100000
Costa Rica,Panama,2021,6,6,6,6,120000
Costa Rica,Peru,2021,13,13,13,13,260000
Costa Rica,Russian Federation,2021,27,27,27,27,540000
Costa Rica,Somalia,2021,7,7,7,7,140000
Costa Rica,Syrian Arab Rep.,2021,5,5,5,5,100000
Costa Rica,Ukraine,2021,13,13,13,13,260000
Costa Rica,United States of America,2021,5,5,5,5,100000
Costa Rica,Venezuela (Bolivarian Republic of),2021,1409,1409,1409,1409,28180000
Côte d'Ivoire,Burundi,2021,36,36,36,36,720000
Côte d'Ivoire,Cambodia,2021,10,10,10,10,200000
Côte d'Ivoire,Central African Rep.,2021,535,535,535,535,10700000
Côte d'Ivoire,Chad,2021,5,5,5,5,100000
Côte d'Ivoire,"Congo, Republic of",2021,86,86,86,86,1720000
Côte d'Ivoire,Dem. Rep. of the Congo,2021,132,132,132,132,2640000
Côte d'Ivoire,Egypt,2021,5,5,5,5,100000
Côte d'Ivoire,Eritrea,2021,8,8,8,8,160000
Côte d'Ivoire,Ethiopia,2021,5,5,5,5,100000
Côte d'Ivoire,Iran (Islamic Rep. of),2021,6,6,6,6,120000
Côte d'Ivoire,Iraq,2021,5,5,5,5,100000
Côte d'Ivoire,Liberia,2021,991,991,991,991,19820000
Côte d'Ivoire,Mali,2021,12,12,12,12,240000
Côte d'Ivoire,Nigeria,2021,5,5,5,5,100000
Côte d'Ivoire,Rwanda,2021,55,55,55,55,1100000
Côte d'Ivoire,Somalia,2021,5,5,5,5,100000
Côte d'Ivoire,Sri Lanka,2021,5,5,5,5,100000
Côte d'Ivoire,Sudan,2021,10,10,10,10,200000
Côte d'Ivoire,Syrian Arab Rep.,2021,142,142,142,142,2840000
Côte d'Ivoire,Togo,2021,17,17,17,17,340000
Côte d'Ivoire,Turkey,2021,34,34,34,34,680000
Côte d'Ivoire,Viet Nam,2021,5,5,5,5,100000
Côte d'Ivoire,Yemen,2021,5,5,5,5,100000
Finland,Afghanistan,2021,3476,0,3476,0,69520000
Croatia,Azerbaijan,2021,5,5,5,5,100000
Croatia,Bangladesh,2021,7,7,7,7,140000
Croatia,Belarus,2021,5,5,5,5,100000
Croatia,Bosnia and Herzegovina,2021,5,5,5,5,100000
Croatia,Cameroon,2021,5,5,5,5,100000
Croatia,"Congo, Republic of",2021,5,5,5,5,100000
Croatia,Dem. Rep. of the Congo,2021,6,6,6,6,120000
Croatia,Egypt,2021,8,8,8,8,160000
Croatia,Eritrea,2021,23,23,23,23,460000
Croatia,Georgia,2021,5,5,5,5,100000
Croatia,Iran (Islamic Rep. of),2021,37,37,37,37,740000
Croatia,Iraq,2021,114,114,114,114,2280000
Croatia,Kazakhstan,2021,5,5,5,5,100000
Croatia,Libya,2021,5,5,5,5,100000
Croatia,Mauritania,2021,5,5,5,5,100000
Croatia,Nigeria,2021,12,12,12,12,240000
Croatia,Pakistan,2021,7,7,7,7,140000
Croatia,Russian Federation,2021,15,15,15,15,300000
Croatia,Somalia,2021,29,29,29,29,580000
Croatia,Stateless,2021,5,5,5,5,100000
Croatia,Sudan,2021,5,5,5,5,100000
Croatia,Syrian Arab Rep.,2021,544,544,544,544,10880000
Croatia,Turkey,2021,26,26,26,26,520000
Croatia,Ukraine,2021,8,8,8,8,160000
Croatia,Unknown/other,2021,7,7,7,7,140000
Croatia,Uzbekistan,2021,5,5,5,5,100000
Croatia,Yemen,2021,7,7,7,7,140000
France,Afghanistan,2021,37744,0,37744,0,754880000
Cuba,Eritrea,2021,8,8,8,8,160000
Cuba,Ethiopia,2021,6,5,6,5,120000
Cuba,Haiti,2021,5,5,5,5,100000
Cuba,Iran (Islamic Rep. of),2021,9,9,9,9,180000
Cuba,Sudan,2021,10,10,10,10,200000
Cuba,Syrian Arab Rep.,2021,37,19,37,19,740000
Cuba,Western Sahara,2021,95,84,95,84,1900000
Cuba,Yemen,2021,15,11,15,11,300000
Curaçao,Colombia,2021,44,0,44,0,880000
Curaçao,Venezuela (Bolivarian Republic of),2021,23,0,23,0,460000
Georgia,Afghanistan,2021,11,0,11,0,220000
Cyprus,Algeria,2021,8,0,8,0,160000
Cyprus,Armenia,2021,26,0,26,0,520000
Cyprus,Bangladesh,2021,7,0,7,0,140000
Cyprus,Bosnia and Herzegovina,2021,15,0,15,0,300000
Cyprus,Cameroon,2021,96,11,96,11,1920000
Cyprus,China,2021,5,0,5,0,100000
Cyprus,"Congo, Republic of",2021,10,0,10,0,200000
Cyprus,Côte d'Ivoire,2021,5,0,5,0,100000
Cyprus,Dem. Rep. of the Congo,2021,26,0,26,0,520000
Cyprus,Egypt,2021,119,6,119,6,2380000
Cyprus,Eritrea,2021,53,0,53,0,1060000
Cyprus,Ethiopia,2021,10,0,10,0,200000
Cyprus,Gambia,2021,6,0,6,0,120000
Cyprus,Georgia,2021,85,0,85,0,1700000
Cyprus,Guinea,2021,5,0,5,0,100000
Cyprus,India,2021,10,0,10,0,200000
Cyprus,Iran (Islamic Rep. of),2021,593,7,593,7,11860000
Cyprus,Iraq,2021,974,11,974,11,19480000
Cyprus,Jordan,2021,50,0,50,0,1000000
Cyprus,Kazakhstan,2021,5,0,5,0,100000
Cyprus,Kyrgyzstan,2021,5,0,5,0,100000
Cyprus,Lebanon,2021,53,5,53,5,1060000
Cyprus,Libya,2021,12,0,12,0,240000
Cyprus,Nigeria,2021,15,0,15,0,300000
Cyprus,Pakistan,2021,18,0,18,0,360000
Cyprus,Philippines,2021,12,0,12,0,240000
Cyprus,Rep. of Moldova,2021,18,0,18,0,360000
Cyprus,Russian Federation,2021,77,0,77,0,1540000
